Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	blackc1	Eurasian Blackcap	0.2352
2	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.2306
3	Spectrogram 1	1	6.0	9.0	150	15000	grewhi1	Greater Whitethroat	0.1808
4	Spectrogram 1	1	6.0	9.0	150	15000	garwar1	Garden Warbler	0.1637
5	Spectrogram 1	1	6.0	9.0	150	15000	comred2	Common Redstart	0.1487
6	Spectrogram 1	1	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.1454
7	Spectrogram 1	1	6.0	9.0	150	15000	sarwar1	Sardinian Warbler	0.1452
8	Spectrogram 1	1	6.0	9.0	150	15000	rocbun1	Rock Bunting	0.1397
9	Spectrogram 1	1	6.0	9.0	150	15000	comnig1	Common Nightingale	0.1092
10	Spectrogram 1	1	6.0	9.0	150	15000	subwar6	Western Subalpine Warbler	0.1010
11	Spectrogram 1	1	8.0	11.0	150	15000	blackc1	Eurasian Blackcap	0.4657
12	Spectrogram 1	1	10.0	13.0	150	15000	blackc1	Eurasian Blackcap	0.7735
13	Spectrogram 1	1	12.0	15.0	150	15000	blackc1	Eurasian Blackcap	0.5317
14	Spectrogram 1	1	22.0	25.0	150	15000	blackc1	Eurasian Blackcap	0.4942
15	Spectrogram 1	1	24.0	27.0	150	15000	blackc1	Eurasian Blackcap	0.8303
16	Spectrogram 1	1	30.0	33.0	150	15000	norgan	Northern Gannet	0.1890
17	Spectrogram 1	1	32.0	35.0	150	15000	melwar1	Melodious Warbler	0.1544
18	Spectrogram 1	1	32.0	35.0	150	15000	grewhi1	Greater Whitethroat	0.1310
19	Spectrogram 1	1	32.0	35.0	150	15000	comnig1	Common Nightingale	0.1262
20	Spectrogram 1	1	32.0	35.0	150	15000	cetwar1	Cetti's Warbler	0.1023
21	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.5148
22	Spectrogram 1	1	42.0	45.0	150	15000	grcgre1	Great Crested Grebe	0.1059
23	Spectrogram 1	1	46.0	49.0	150	15000	blackc1	Eurasian Blackcap	0.2863
24	Spectrogram 1	1	46.0	49.0	150	15000	eurbul	Eurasian Bullfinch	0.1134
25	Spectrogram 1	1	48.0	51.0	150	15000	blackc1	Eurasian Blackcap	0.7754
26	Spectrogram 1	1	50.0	53.0	150	15000	blackc1	Eurasian Blackcap	0.6059
27	Spectrogram 1	1	58.0	61.0	150	15000	comqua1	Common Quail	0.1324
28	Spectrogram 1	1	58.0	61.0	150	15000	eurlin1	Eurasian Linnet	0.1089
